RoosterBio|RoosterBio's founders have years of relevant technical, operational and regulatory experience and are considered leaders in the fields of Biomanufacturing and Regenerative Medicine.  We have a combined 16 years of experience at the major cell and media supply companies including BD, Life Technologies and Lonza, but more importantly, we have...
Root Orange|Root Orangeâ€™s revolutionary domain-splitting technology gives every small business affordable use of the most powerful online marketing tool: a generic domain name.Â  Small businesses can now lease a generic domain name they have always wanted exclusively for their local market.Key Benefits- Gives businesses affordable use of memorable...
Rothman Healthcare|Rothman Healthcare Corporation develops electronic health record (EHR) solutions for hospital patient care applications. The company offers Patient Condition Tracker, a tool that implements graphical user interface for the Rothman Index for the visualization of data contained in the EHR; and generates a regularly updated health score based on vital...
Routehappy|Routehappy is the product differentiation platform for air travel, providing the industry with Scores and Happiness Factors for every flight worldwide and Routehappy Hub, a product attribute platform that helps airlines organize and deliver rich content about their products wherever flights are displayed.
Routezilla|"""Mobile On Demand Booking and Routing Engine"" Solving A Real World Problem
 Have you ever had to wait around all day for a repairman to come to your home? This happens because its extremely difficult for non tech savvy professionals to reach, route and efficiently book customers when managing availability on the go from a mobile device...."
Rubikloud|Large scale enterprise software is going through a 10-year disruption. AI will be embedded into every major business process and piece of enterprise software. Based in Toronto, Canada, our full stack, cloud-native machine learning platform and two flagship AI applications (Promotion Manager & Customer LifeCycle Manager) automate and improve...
Rundown App|Rundown is a content studio that enables professional content teams in brands, publishers, and agencies to forecast audience demand and resource availability.Rundown operates as a collection of easy-to-use applications that works together, allowing its users to build suitable content studios for their teams. It provides its users with proactive...
Runnable Inc.|Runnable speeds up development by providing full-stack environments for every code branch. Instant access to clean, performant environments enables your developers to get feedback, test end-to-end, debug and deploy without having to wait. Runnable provides unlimited self-managed environments for any application at a low, fixed cost.
Runrun.it|Runrun.it is a Team Management SaaS that helps managers of mainstream companies to get more productivity out of their teams by dealing with workflow assurance, task management and employee performance evaluation in an simple way. Runrun.it merges Task, Talent and Time Management software in a very intuitive solution.
Runscope|Runscope was started with the idea that depending on a web service API in a mobile or web application should be as easy as depending on code running locally. We've assembled a team of API, infrastructure and developer experience experts to build tools to support the modern application development lifecycle.
SED Web|Siamo una web agency con sede a Lugo (RA) specializzata nella realizzazione di siti web e piattaforme eCommerce, assistenza WordPress, web hosting, SEO, marketing e branding. Offriamo tali soluzioni web ad aziende e professionisti residenti a Lugo, Ravenna, Faenza, Imola, Forli e dintorni. Aiutiamo le loro attività a crescere utilizzando Internet...
SEPMAG Technologies|Sepmag was created in February 2007 with the aim of developing and manufacturing precision magnetophoresis systems. These systems speed up biotech purification and separation processes by reducing the time and steps needed, which leads to increased productivity and lower investment in fixed assets.
SERPs|Instantly see the health of your website with the first true SEO Dashboard for competitive SEOs like you.Spot exactly what needs your attention today based on the latest rankings, analytics and link data.
SMASHsolar|SMASHsolar breaks down barriers to solar for homeowners and contractors. The biggest barriers to solar adoption are cost and complexity.  We have developed a simple, snap-together solar module that installs 2x faster than conventional solar, significantly reducing labor skill, labor cost and increasing crew throughput, which result in lower...
SNTMNT|SNTMNT is a small, lean startup from Amsterdam, specialized in financial sentiment analysis for Twitter. SNTMNT is developing online sentiment analysis and prediction tools that make financial sentiment in word-of-mouth surrounding stocks tangible. This way it helps investors make better investment decisions.
SNUPI Technologies|SNUPI Technologies is a sensor and service company that provides devices for home safety, security, and loss prevention. SNUPI technology is a wireless sensing platform that is used by leveraging the existing electrical wiring as a whole home antenna. The company offers a product named WallyHome, a home sensing solution that detects and alerts the...
SOAK (Smart Operational Agricultural toolKit)|SOAK is an agriculture software platform that enables advanced farm management. Our solution provides farmers with real-time data about their property whilst giving them the power to control it.
SOMNIUM® Technologies|Software development tools have not evolved to match problems faced when designing modern embedded systems. SOMNIUM's revolutionary, 100% industry compatible solutions offer unique benefits to software developers, and Semiconductor Vendors supplying the embedded systems market. Put simply, developers using SOMNIUM's products will reach...
SOPRESO|SOPRESO aims to turn your presentation into a conversation. Our software empowers your audience to be able to interact with your presentation in real-time through their smart devices.SOPRESO is an audience response system that works as an additional communication layer to any presentation format. Our web-based software enables the audience to...
SPOTBY.COM|SPOTBY is a web platform that provides tools for online sales and buy, such as online stores using opencart, web payment using PayPal, online inventory.  Also provide online classified and auction tools.SPOTBY was founded on July, 2011 with the vision to provide ecommerce technology worldwide.
SQMOS|SQMOS is a mobile advertising platform on-the-go, makes recommendations to the users on their Smartphones to best match their current preferences is an opt-in, where subscribers choose what they wish to receive. SQMOS leverages the power of the Semantic Web to integrate current location, social profiles and expressed preferences, ratings and...
SYNQY Corporation|SYNQY Corporation is a software as a service (SaaS) company that is revolutionizing marketing at the online point of sale. The SYNQY Brand Engagement Platform helps marketers deliver unparalleled brand engagement by enabling a network of intelligent touch points across their reseller channels.
Sabesim|Sabesim is a corporate social network for internal communication, intranet, and management of people and projects. Companies can use the platform to communicate with employees, set rules, cover failures, delegate tasks, track results, and manage teams and enterprise content.Sistema Kanban Online is a tool offered by Sabesim that enables...
Safety Hound|Every year businesses spend billions of dollars on workers’ comp claims. These claims are covered by workers’ comp insurance.  As a company’s claims increase, so do the insurance rates. One proven method of reducing the immense cost of workers’ comp insurance is to improve the safety record of a company.To help businesses lower their insurance...
SaleHoot|Use SaleHoot&#x27;s Sales Feed to follow your favorite stores and receive the latest sales without the hassle of promotional emails.
SaleMove|SaleMove brings the “consultative sale” to online commerce. Products such as cars, real estate, life insurance and high-end jewelry don’t really “fit” into a shopping cart. Business selling these types of products can use SaleMove to interact with their online customers in real-time through voice, video and collaborative browsing.
Salemarked|Salemarked, Inc. provides price tracking service for items from a curated list of supported stores. The company was founded in 2012 and is based in Portland, Oregon.
SalesPortal|SalesPortal delivers the first partnership marketing platform that turns billions of customer interactions with enterprises into revenue opportunities.  The patented technology enables relevant brands to partner for the purpose of engaging customers with timely product offers. These offers are delivered through the customers’ channel of choice –...
SalesPredict|Founded in 2012, SalesPredict helps B2B companies increase revenues by identifying who their best potential prospects really are and providing information and insights that accelerate sales cycles and improve conversion rates. How? Predictive analytics. SalesPredict goes beyond predictive lead scoring to provide Customer Lifecycle Intelligence....
Salesforce|Salesforce is a global cloud computing company that provides business software on a subscription basis. It is best known for its on-demand customer relationship management (CRM) solutions. It offers users with a customer community, partner community, developer community, and an app exchange marketplace. Salesforce provides its products and services...
SaltStack|The SaltStack event-driven automation platform delivers threat-aware security compliance, fast and scalable control of any cloud, and configuration management for heterogeneous application environments and data center infrastructure. SaltStack was founded in 2012 to support the Salt open source project and to build and deliver SaltStack Enterprise....
Saltlick Labs|Saltlick Labs crafts lifestyle mobile and web applications for the wired generation. Products include Pocket Workout, Little Black Book, Pocket Massage, and BreakkUp.com for the iPhone and iPod Touch. Saltlick Labs also offers full-service mobile application publishing. Founded in 2008 by Colin Anawaty, the company is headquartered in Austin, Texas...
Salus Novus, Inc.|"Salus Novus, Inc. is an Omaha, NE firm specializing in platform as a service offerings for consumers and businesses.The product lines include ""Tell Isaac"", ""Winning Triggers"", and ""OCombinator""."
Samfind|samfind Bookmarks Bar  is a Firefox add-on that personalizes your browser with the websites you interact with regularly, and brings social, search and RSS to the Bookmarks Toolbar. Available for download as an add-on for Firefox the software gives you control of your browser's bookmarks based on your needs.You can use samfind Bookmarks Bar...
Sanergy|Sanergy makes hygienic sanitation affordable and accessible in urban slums for everyone, forever - starting with Nairobi, Kenya.   2.6 billion people, or 40% of the world, lack access to basic sanitation. The resulting disease causes nearly 2 million deaths, 10% of the global disease burden, and $84 billion in worker productivity loss each year....
Sapho|Sapho empowers employees with a modern portal experience that surfaces personalized and relevant tasks and data using micro apps. Sapho micro apps are built by IT on top of existing systems using pre-built templates and a drag-and-drop micro app builder. These micro apps – available on any device, intranet, or messenger – provide employees...
Sarbari|Sarbari provides web-based purchasing software designed to streamline the purchasing process for restaurants and foodservice operations in the back-of-the-house.  Using the software helps restaurant owners and foodservice operators improve efficiency, and provide complete transparency around purchasing, prices, and the product data provided by all...
Satago|Based in London, England, Satago offers a cashflow solution that gets businesses paid faster, identifies risk, and advances payment on overdue invoices. It connects into companies' accounting software after which it automates the process of chasing customers for payment, helping them create automatic invoices, reminders and payment requests,...
Savioke|Savioke develops and deploys autonomous robots that work in human environments to improve people’s lives. The company’s flagship product, Relay, is a beautifully simple yet sophisticated delivery robot that increases productivity, revenue, and delight for people across a range of markets, industries, and applications. Relay is the first delivery...
Scaled Inference|Scaled Inference is a U.S.-based company that operates in stealth mode and offers artificial intelligence as a cloud service. It offers a new generation of intelligent software built by the masses and powered by an open shared platform.Scaled Inference was founded in 2014 and is headquartered in Palo Alto, California.
Scaleform|Scaleform is the leading provider of user interface software for the videogame and consumer electronic industries. Scaleform GFx leverages the power of the AdobeÂ® FlashÂ® tool set and enables developers to quickly create powerful and immersive user interface environments while stream lining workflow and improving time to market. Used in...
Scan|"Scan connects the real world with the digital universe through mobile scanning technologies such as QR code, barcode, beacon, and other technologies. Scan brings social media, lead generation, and mobile commerce to life through real world ""like"", ""follow"", and even ""buy"" buttons. Companies can easily use Scan's..."
Scannx, Inc.|Scannx® is the leading developer of cloud-based document scanning and delivery solutions for libraries. The company’s systems provide powerful, yet extremely easy-to-use, copier-replacement solutions for scanning books, documents, and photos; and instantly store scanned content in the widest range of digital options. Scannx reduces operating costs,...
SceneShot|SceneShot shows you real-time photos of what’s going on at popular venues around you right now. See who’s at the most important spots around your college town and easily send friends quick photo-updates of what you’re up to.We provide local businesses a powerful customer engagement tool with minimal effort. Spend less time creating social media...
Scent Sciences|Scent Sciences Corporation develops and markets personal scent delivery devices for consumer use in home videos, Internet, games, movies, and TV. The company offers ScentScape, a digital scent delivery system that provides the extra dimension of scent to gaming, entertainment, and other consumer markets. It also provides a developers kit consisting...
Schoology|Schoology, a CODiE-award-winning learning management solution, provides a rich, collaborative learning environment that engages digital natives with technology they enjoy using. This versatile solution is designed to meet the learning and administrative needs of K-12, higher ed, and corporate settings. Schoology allows for individual...
Scicasts|Scicasts is a data technology and media company that connects science professionals and decision makers to a dynamic network of critical information, new ideas and cross-sectorintelligence.The company's core technology (called NEBULi) provides cognition-based (advanced AI) solution for the multi-billion dollar scientific information...
Science Behind Sweat|RxAnalytics helps athletes improve their fitness and health by providing personalized recommendations driven by predictive analytics. Founded by PhD geneticists and statisticians who are collegiate athletes and competitive CrossFitters, RxAnalytics combines in-depth domain expertise with proprietary machine learning analytics to create a novel...
Scintella Solutions|Scintella Solutions provides web-based software that aids in the optimization of labor resources in environments with variable staffing requirements. We have used our call center scheduling expertise to build employee scheduling software for restaurants, retail, call centers, and non-profit organizations. Scheduling employees in these environments...
The Sensible Code Company|The Sensible Code Company is helps customers introduce automation into everyday business processes. They work best with customers who have an appetite for innovation.Every month 50,000 new customers visit and upload a document to PDFTables.com. DataBaker allows customers like the Office For National Statistics to transform human readable...
Scripped|Scripped provides web-based screenwriting software to over 80,000 writers worldwide. Scripped also crowdsources scripts on behalf of producers and brands. Scripped counts Edward Burns, Steven de Souza, Girls2watch.com and Alex Albrecht amongst its producer clients. In Mach 2009, Scripped merged with Zhura, a former competitor in the screen...
Searchwords Pty Ltd|Searchwords are scams, all these positive reviews they leave online are false and come from the same IPs. Stay away from them, they are nice during sales then just don't do anything afterwards, they claim to refund you if their work isn't good but they just keep your money. We've escalated to legal, fair trading and online scam...
Second Half Playbook|secondhalfPLAYBOOK.com Simplifies Web Usage for Male Boomers and RetireesSite provides access to 450 news sources and eliminates search engine collection of personal data The www.secondhalfPLAYBOOK.COM is a web portal providing male boomers and retirees the information needed to make the most of out of life. The portal has over 450...
SecondBrain|SecondBrain is an artificial consciousness studio based in Austin, Texas. It created RapGod.ai, an intuitive AI that helps humans write lyrics, and solves writer's block.
Secpanel|It protects against brute force attacks, denial of service attacks, slow rate web server attacks, scans for malware/rootkits, alerts you against attacks and user logins, does anomaly heuristic detection, carries out some basis server obfuscation, helps manage your server firewall and gives you a dashboard to manage all of this.
Secret|Secret owns and operates a mobile application that helps users to share and connect with friends.
Securly|"Securly is the first web filter that has been designed from the ground up for schools. It is completely cloud based, takes five minutes to set up per district and costs a fraction of the enterprise solutions that schools are forced to pay for today. We solve the problem of ""over blocking"" in schools by allowing educators to safely use..."
Securus Medical Group|Securus Medical Group engages in development of clinical tools to improve the safety and efficacy of ablation therapy by providing real-time, non-contact, high resolution tissue temperature monitoring and mapping products. The company engages in developing real-time, noncontact, thermal mapping systems to determine intrabody tissue temperatures. 
Sedia Biosciences|It is Sedia's mission to provide more cost effective and accessible diagnostic testing by advancing the widespread use of innovative surveillance and monitoring tools, and point-of-care diagnostic testing.Our objectives are to become a leader in advancing access to medical care by (1) focusing on point-of-care diagnostics and (2)...
Seelio|Seelio is a student portfolio network designed for college students and educators.  They build custom portfolio networks and galleries for engineering, design, and business programs to empower students to document their learnings and showcase their work. Schools on Seelio include Massachusetts Institute of Technology, University of Michigan,...
Seen|Seen’s mission is to connect people more deeply to the world and their collective stories by making every event visible. New tools for a new type of media, Seen identifies signal in the noise of the real time web, reconstructing stories from their social data. At the heart of Seen is an engine that can automatically surface real-time trends within...
Selexagen Therapeutics|Selexagen Therapeutics, Inc. operates as a pharmaceutical company and develops targeted therapies for cancer. The company was incorporated in 2008 and is based in San Diego, California.
Selleration|Selleration, Inc. is the developer of UPtick, a 3D Immersive Learning sales training and assessment system that engages salespeople by placing them in real-world selling simulations, and providing them the coaching needed to improve.Strong sales skills correlate to greater revenue attainment.
Selligy|Selligy is a mobile service (smartphone app & powerful back-end system) for salespeople and the enterprises where they work. Selligy ties all the information a salesperson to make them more productive at selling, and their sales managers at the company more productive at sales management. Selligy’s service rides on top of, and is compatible...
Sembraire|Sembraire allows people and companies to offset their carbon footprint in an accessible, user friendly manner. They´ll be able to measure their footprint, acquire products to compensate it, visualize their evolution, educate and inform themselves on these matters and share with the world their concerns for the environment.Increasingly aware...
Semmle|Semmle develops an engineering analytics platform to manage the software development process. Its platform serves both technical and strategic decision making by analyzing software code quality in the context of other data, such as development cost, source code, issue tickets, test coverage, team location, and version history. Semmle's...
SendHub|SendHub is the Phone System for the Mobile World. There's no hardware, setup is instant and it scales elastically with a single click. Users are given a phone number in any area code, they can use from any device: Web, iPhone, Android, Feature Phones and via our API.Businesses can add lines for everyone on their team for free, with...
Sendyou Inc.|"Sendyou Inc. offers multiple services in family-tech area.https://kodomo-booster.com/
""kodomo booster"" is an online reservation site for cram schools and after school activities.https://comolib.com/
""comolib"" is a rate&review app specialized on family friendly places. Parents share their..."
Senior Wellness Solutions|Senior Wellness Solutions, LLC provides technology-based solutions to identify symptoms of early chronic disease and streamline patient care. The company was founded in 2011 and is based in Miami Beach, Florida.
SensGard|SensGard manufactures hearing protection devices and communication headsets using new noise canceling technology developed and patented at Syracuse University.  SensGard specializes in inventing, manufacturing and selling devices that protect hearing in loud environments including industry, construction, military and home.  The technology is unique...
Senscio Systems|Senscio Systems, Inc. develops information systems that organize and process data to provide insights for decision making. It focuses on intelligence management for the U.S. government and personal healthcare management for consumers. The company offers Egret, a software system that systematically analyzes electronic fund transfer data to identify...
Sensoraide|Sensoraide leverages Internet of Things Technologies for the agricultural sector to optimize yields and improve the quality of the final products while saving resources, leading towards a sustainable food future. We provide a complete remote monitoring and decision-making solution, leveraging the power of Wireless Sensor Networks and big data...
Sensum|Sensum is a solutions provider to multiple industries looking to capture, understand and act on emotions.Solution have been provided for companies in the following industries - automotive, sports, media, market research and advertising providing personalised and immersive marketing campaigns though to world first research products.
Lang.ai|Lang.ai is a company headquartered in Madrid, Spain with offices in Spain, USA, Mexico, Colombia, Chile. They provide a language abstraction layer with a patent-pending unsupervised AI text analytics engine, that is able to uncover and model actionable patterns/intents in text without client-side work needed as opposed to other cognitive...
Sentri|Sentri is a smart home product that provides DIY home monitoring and automation in one elegant solution.  Sentri comes pre-loaded with an HD camera and built-in sensors track the home's vital stats and trends, allowing users to track temperature, humidity, air quality, weather and more.
Server Density|Server Density is a SaaS-based product that helps users manage and monitor their infrastructure. The tool syncs with major cloud providers and allows users to monitor their websites and servers from a single console, API, and mobile app; enabling them to diagnose problems, maintain uptime, and maximize performance. Server Density is available on...
Service Route|ServiceRoute helps maintenance professional manage and grow their businesses with a simple workflow and customer acquisition process. We give them the whole shebang: a website/profile, modern tools to onboard and manage customers, credit cards/payments, and the ability to grow asset light via sub-contracting.  We're also the...
SetJam|More TV shows and movies are available online than through cable. No one watches them though because they're scattered across dozens of sites. At SetJam we've abstracted this complexity and created a place where people can watch TV online in a way that rivals old TV in its simplicity. In so doing, we believe that we can drive a mass...
Sfletter.com|Sfletter.com has a unique protection model that makes it different from all secure email services. The message and attachments protected by Sfletter.com cannot be forwarded, edited, printed or screen captured – they stay protected after opening and reading. Besides they can be opened only on the receiver’s computer. It can be compared with a...
ShadesCases inc.|"ShadesCases provides ultra-thin, stylish cases that offer full device protection including screen and click wheel coverage.ShadesCases believes in supplying low cost, innovative products while providing quality customer service and considering the environment's well-being.""It's not a case. It's not a skin. It's a..."
Shareable Ink|Shareable Ink, a Nashville, TN-based provider of enterprise-grade digital pen and paper applications for health care. Shareable Ink provides a software platform that enables health care organizations of all sizes to convert handwritten information on paper forms to data for electronic health records and other information systems.In addition, the...
Sharp Edge Labs|Sharp Edge Labs, Inc. engages in developing biosensors for cellular biology research and high-throughput screening. The company’s products include targeted biosensors to the cellular biology research community. It offers its products based on the fluorogenic activating proteins that provide a detection method for cellular changes, which is...
Shippable|Ship code faster -> Evolve fastest -> WINOur mission is to help businesses ship code faster with our enterprise grade continuous integration and deployment platform built natively on today's hottest technology - Docker. Our platform makes it super easy to add CI/CD to your applications in a few minutes. We can integrate, test,...
Shipzi|Shipzi - The fast, free, and easy way to ship. Shipzi is a fully integrated, cloud-based shipping solution for ecommerce, SMB, and home-based businesses. When integrated with eCommerce platforms like eBay, Etsy, Magento, Volusion, product sales transactions are seamlessly transferred into Shipzi and the customer can print labels, schedule pickups,...
Shop pirate|Shop pirate is India’s leading coupons and deals provider owned by Snippets IT Solutions Pvt. Ltd. It is an online avenue for shoppers to get quick and easy access to eye-popping deals and coupons across a host of national and international online stores. Shop pirate is on the brink of changing the way people think of shopping, after all nothing...
ShopSocially|ShopSocially is a comprehensive, ROI driven social commerce platform for retailers that are serious about social commerce. ShopSocially's suite of applications can be used to achieve significant improvement across all key metrics including onsite conversion, new customer acquisition, discovery, engagement, and word-of-mouth brand...
Shopgate|Shopgate is a mobile-commerce-as-a-service platform to boost mobile sales. Shopgate offers everything online retailers need to be successful in mobile. Their leading software-as-a-service (SaaS) enables online stores to easily create, maintain and optimize native apps and mobile websites for iPhone, iPad, Android Smartphones and Android Tablets....
Shopperception Inc|Shopperception's analytics capabilities provide a complete understanding of shopper behavior in the store, as well as category level insights, capturing data at the product (SKU) level, and enabling complete visibility of the entire shopper experience in the store, including traffic into the store, shopper dwell times, store hot zones, traffic...
ShotClip|ShotClip is cloud based video production software that enables users to “build a story” on video to share on social networks. ShotClip interactively guides users in the video creation process of planning, recording & editing a home movie.The ShotClip system has a library of storybuilding guide templates for many types of events. Each...
Shotlst|Shotlst is a collaboration platform for industries that rely on photography and images to get the job done.Shotlst makes visual collaboration simple. View progress photography, collaborate on individual images via annotation, commenting, and task assignment. Even allow field and site users to work with Shotlst through text message and email.
SiO2 Nanotech|SiO2 Nanotech, LLC was incubated in March 2010, from SiO2 Associates, an informal partnership.
company_name|description
Sideris Pharmaceuticals|Sideris Pharmaceuticals Inc. is a privately held biopharmaceutical company that is focused on development of therapeutics for the treatment of transfusion-related iron overload. The company’s operations include facilities in Boston, MA, and in Gainesville, FL.
Sidustar International, Inc.|Sidustar International Inc is an IP network cabling and service oriented architecture corporation founded in 2000.Founder Charles Pickering saw a need in the SMB space to get companies off of dial up and into broadband. He later added Linux based template websites followed by layer 2 and layer 3 managed services. The business model was...
Sierra Photonics|SPI is a small company established to productize advanced custom communication and sensor technologies for the government. We specialize in providing fast, cost-effective technical solutions to difficult government problems through detailed engineering design, modeling, rapid prototyping, and spiral development. We strive to provide our customers...
Sift|Sift is an online publisher and strategic website engineer.As a publisher (Sift Media) it owns a portfolio of nine online business communities, one horizontal support title and one Awards event, the majority of which have been launched by Sift.  The largest title is AccountingWEB (UK - www.accountingweb.co.uk & US - www.accountingweb.com)....
Sighter|Photography based urban treasure hunt for travelers, families and fun loving people who love to walk and play with a smartphone in their hands.A mobile game which is a unique blend of Pinterest, Geocaching, foursquare and Instagram - and turns sightseeing into a fun and playful experience.Sighter the app is a photography based treasure...
Sighthound|Sighthound was formed because existing video software just isn’t good enough. Voxeo – easy to use, scalable, dramatically different software – could be fashioned into another winning company. The answer came kicking at the door. A neighbor had her door kicked in by intruders and the idea was born for intelligent video software that knows when...
Signal Sciences|Signal Sciences protects the web presence of the world’s leading brands. Through its Web Protection Platform, Signal Sciences helps companies defend their journey to cloud and DevOps with a practical and proven approach, built by one of the first teams to experience the shift. Based in Culver City, California, Signal Sciences customers include...
Signal Vine, Inc.|Signal Vine’s text messaging platform is the leading enterprise messaging solution for education organizations. Leverage the power of your data to scale highly personalized one-on-one conversations to thousands of students across campus. Our technology will ensure that the right message reaches the right student at the right time. Signal Vine helps...
Signaturit|Signaturit provides an electronic signature and document management software platform to send and sign legally binding documents online.The platform allows users to send and sign PDF documents directly from the e-mail server or can be integrated directly onto the companies’ workflows through it's API. It also provides access to a control...
Sikernes Risk Management|Sikernes Risk Management, Inc. IS Cybersecurity Analytics, providing business & security experts with the knowledge to assess and optimize Cybersecurity effectiveness.As Cybersecurity trends towards higher complexity, advanced threats & increased risk exposure, there is a need for a system to measure, asses, and optimize cybersecurity...
Siluria Technologies|Siluria Technologies is a materials innovation company solving global challenges for partners in the natural gas, chemicals and fuel industries. Integrating nanotechnology, biotechnology and chemical engineering, Siluria has developed a solution to the grand challenge of efficient manufacturing: the ability to produce chemicals and fuels from a...
Silver Lining Limited|In an effort to increase the success rate of small businesses, Silver Lining has created SLAPcenter.com, the first software portal that helps small business with revenues between $100,000 and $2,000,000 analyze their business model, figure out the best ways to grow, set a one year financial goal, build the plan to hit that goal and then actually...
Silver Peak|Silver Peak products give you the power to quickly migrate to an enterprise-grade WAN that leverages the Internet, while dramatically improving application performance and lowering networking costs.Silver Peak software unifies the cloud, the Internet and the enterprise WAN on a single fabric. This provides IT with complete visibility and control...
SilverCloud Health|SilverCloud is an innovative online health and wellness platform that enables healthcare organisations and professionals to offer a broad range of engaging interactive healthcare products to clients/patients. In user trials, SilverCloud’s engagement has shown a three-fold increase in client/patient engagement and a three-fold decrease in...
Simio|Simio LLC is a private company headquartered in Pittsburgh Pennsylvania dedicated to delivering leading edge solutions for the design, emulation, and scheduling of complex systems.SimioÂ® was founded by a highly experienced team. C. Dennis Pegden, Ph.D., Founder and CEO of Simio LLC, has over 30 years of experience in simulation and scheduling...
Simpa Networks|Simpa Networks offers an entirely new way to sell solar: It's solar-as-service. Customers make a small initial payment to have a solar PV system installed, then it's simply pay-as-you-go for the electricity. We mimic the compelling pricing model of pre-paid cell phones. But there's a twist: These small payments for electricity also...
SimpliField|SimpliField is a B2B SaaS product mastering field intelligence. Companies replace spreadsheets and paper forms with a smart mobile solution. They have a real-time 360-degree insight on the field operations making them more agile for better execution and sales. Companies ranging from startups to Fortune 500s set-up a unique process that allows to...
Simply Measured|Simply Measured is the world's best social analytics platform designed to help marketers do their best work, simply. Over 100,000 marketers and 50 percent of the Interbrand 100 companies use Simply Measured daily to identify new opportunities, plan their social campaigns, optimize activities for better results, and report on their programs to...
SimplyTapp|SimplyTapp was founded in 2011 and is headquartered in Austin, Texas. They provide mobile payment distribution and authorization solutions for enterprises including financial institutions, big box retailers, fueling stations, quick service merchants as well as mobile wallet providers and developers.They leverage emerging payment and...
SinCola|"SinCola offers an intelligent platform for queue managing that improves customer experience, reducing the anxiety of waiting, increasing satisfaction and clearing waiting rooms. What makes us differents?
- Cloud Solution: Cheaper and faster deployment
- Paperless: Fewer incidents. 92% of failures are related to printing tickets
- API Integration:..."
SinglePlatform|SinglePlatform, the world's largest online provider of restaurant menus and local business storefronts, enables local businesses to publish information like their products, services, menus, photos, and prices, across thousands of the most popular media companies, search engines, mobile applications, travel guides, and local review sites....
Singly|Today's best apps connect with other apps for + Sharing (virality) + Friending (engagement)+ Data (intelligent user experiences)+ much more...Whether you're an independent developer, a startup on AngelList, an agency that builds apps for clients or a publisher who is doing more with mobile, Singly's SDKs and products...
SiphonLabs|High-Performance Development, Hosting & Management for CreativesSiphonLabs is a high-performance, cloud-based development, hosting and management platform for creatives that is launching from the SoftLayer Catalyst Startup Program. It supports multiple content management software (CMS) platforms and will evolve to include additional CMS and...
SiteBrains|SiteBrains provides interactive social spam protection and form validation as software as a service (SaaS) to enterprises and SMBs. Utilizing semantic analysis and web crawling technology, SiteBrains scans comments for link spam that other solutions can't detect. Additionally, SiteBrains utilizes encryption and server-side validation to defeat...
SiteWit|SiteWit offers Do It Yourself (DIY) search engine marketing for SMBs.SiteWit provides a step-by-step setup process to get small businesses live on Google AdWords and Bing Ads within minutes. SiteWit fully automates the management and optimization process to drive new customers cost efficiently. SiteWit’s software allows small businesses to...
Sitefly|Sitefly allows people to build beautiful mobile optimized websites in 1-click using their Facebook pages.
Sitrion|Sitrion provides award-winning solutions for the digital workplace, making work better for working people every day. Our mobile solutions boost productivity and allow people to be more empowered, engaged, and successful. The Sitrion ONE employee app extends work directly to people’s mobile devices and unifies communications, processes, and...
Six3|"Transforming mobile communication and commerce through the power of video. Powered by Six3 - Emotive Communication:
 Share a thought, start a conversation, express yourself in ways that a ; ) or 100 words never could. Cura TV - Watch. Discover. Buy:
 A video-based mobile marketplace that provides a tailored and immersive shopping experience,..."
SixIntel|SixIntel mines the social web to deliver actionable intelligence to sales professionals.
SkillPages|"SkillPages is the World's Trusted Network of People with Skills.SkillPages is creating new life enhancing opportunities for over 20 million members worldwide.Our vision is to become the ""go to"" place to find skilled people.We want to make it easier for people with skills to get found by people who need them.Launched..."
Skimble|Skimble powers the mobile wellness movement with an ecosystem of fun, dynamic and social coaching applications. Skimble latest title, Workout Trainer, provides multimedia workouts led by expert coaches and is a top app in the Android Market and App Store. Skimble also offers a multisport GPS Sports Tracker app, which helps people track over 45...
Skin Scan|Skin Scan is the newest technological pearl in using fractal analysis, which offers a real help in diagnosis and survey of skin lesions!
Skuldtech|Skuldtech is specialized in the discovery of new Biomarkers and the development of Diagnostics focused on personalized medicine applications.This expertise enables the company to provide genomic, pharmacogenomic and transcriptomic services, as well as innovative diagnosticsassociated with new treatments, especially incancer, neurodegenerative...
Sky Level Enterprieses|Sky Level Enterprieses provides mobile application development solutions. The company was founded by Praveen Raman in January 2014 and is based in Chennai, India.
Sky Storage|Sky Storage provides the synchronization, sharing and data backup services to the custommers. The comapny stores the data in the Amazon cloud. Data stored in the Sky Storage servers can be access via Windows software, website, iPhone and Google Android phones.
SkyPhrase|Data is full of important insights that are never discovered because they are too difficult and expensive to find. Except for the most routine cases, hunting for these insights requires grappling with complex, difficult-to-learn interfaces or tedious programming. Questions about data that take moments to formulate can take hours or much longer to...
Skycheckin|Skycheckin is a social network that enables travelers to locate and chat with people bearing similar interests.Skycheckin was founded by David Abitbol and Charly Wa in June 2012 and is based in New York, United States.
Skytree|Skytree is a California-based software company that develops and publishes a machine learning platform for advanced analytics. The company offers a platform that gives organizations the power to discover analytic insights, predict future trends, make recommendations, and reveal untapped markets and customers.Backed by investments from US Venture...
Slack|Slack is the leading global collaboration hub that makes people’s working lives simpler, more pleasant and more productive. From global Fortune 100 companies to corner markets, businesses and teams of every kind use Slack to bring the right people together with all the right information. Slack is headquartered in San Francisco CA, and has nine...
