|company_name|raised_amount_usd|market|funding_total_usd|status|country_code|city|funding_rounds|founded_year|sector|description
173|Axial|2000000.0|Software|19500000|operating|USA|New York|3|2009.0|technology|Axial connects professionals who run, advise, finance and acquire private companies. Our mission is to connect every private company with the capital necessary to finance or exit their company.  The network allows providers of capital to private companies, including lenders, equity investors, and strategic buyers, to find and be found by the right opportunities from the right entrepreneurs and the right bankers at the right time. Advisors and entrepreneurs use Axial to create and manage their company's professional profile, explore and execute financial transactions, and win new business.
174|AxialMED|17408.0|Biotechnology|17408|operating|USA|El Cajon|1|2011.0|technology|AxialMED, Inc. (â€œAxialMEDâ€) provides high quality orthopedic products to its customers on a streamlined basis to reduce costs and increase margins for hospitals and end users.  AxialMEDâ€™s flexible business model minimizes corporate overhead and streamlines the supply chain so that it can offer comparable products at deep discounts as compared to those of its brand name competitors.
175|B-hive Networks|500000.0|Networking|7500000|acquired|USA|San Mateo|2|2005.0|technology|B-hive helps industry-leading retailers, financial organizations and Web companies deliver a predictable service level to their customer in a cost-effective way.B-hive's Conductor is a virtual appliance that resides within the data center infrastructure. With unique self-learning technology, Conductor identifies and maps user transactions and application infrastructure components so that IT groups can monitor, analyze and control operations in a coherent way. By leveraging existing investments in infrastructure and tools, B-hive Conductor optimizes the availability, performance and application resource allocation for business services running on virtual infrastructure.via: B-hive
176|BBL Enterprises|1040000.0|Software|1040000|operating|USA|Las Vegas|1|2011.0|technology|BBL Enterprises, LLC operates BubbleProtection.com, a Website that provides protection and indemnity products for online poker tournament players worldwide. It provides a tool to safeguard an online tournament poker player's entry fees and â€˜bankrollâ€™ from landing in the â€˜bubbleâ€™ position. The companyâ€™s technology enables users to type online player name (or names), and select a tournament or tournaments from its daily tournament schedule; and tracks the insured players (policyholders) in the tournament and automatically verifies the players finishing position (according to the poker site standings) in real time. It offers its technology to the non-U.S. players for regularly scheduled tournaments on various networks. The company was founded in 2011 and is based in Las Vegas, Nevada.
177|BBOXX|1900000.0|Hardware + Software|1900000|operating|GBR|London|1|2010.0|technology|BBOXX is a for-profit spin-off from a student-led charity at Imperial College London called e.quinox. The focus of e.quinox is to design and construct solar kiosks in rural communities throughout Africa. BBOXX aims to expand on this mission by developing innovative methods of distributing renewable energy to the bottom of the pyramid in developing countries. While the founders of BBOXX continue to admire and support the work of e.quinox, they wanted to have an impact beyond what a charity can achieve. To realize BBOXX's ambitious vision BBOXX's partners leverage the technical expertise, international contact network, and foreign market knowledge that we have gained throughout our time as executive members and founders of e.quinox.We aim to use our local knowledge combined with our global research and logistical base to create a paradigm shift in electrification system in a developing countries. We operate in over 14 different markets around the world to deliver off-grid electricity supplies to the people that need them most.
178|BEAT BioTherapeutics|2500000.0|Biotechnology|2500000|operating|USA|Bellevue|1|2008.0|technology|BEAT BioTherapeutics Corp. (BEATBio) is a Seattle, WA based biotechnology company founded to develop novel therapies for heart disease.  BEAT Bio’s first product is based on a fundamental discovery in cardiac muscle contraction and the development of a novel GeneTherapy to improve cardiac performance in the setting of heart failure.
179|BEETmobile|500000.0|Software|500000|operating|DEU|Deutsch|1|2011.0|technology|BEETmobile offers a software solution that enables broadband subscribers and mobile internet users to securely share their internet connection with the BEETmobile community via WiFi. In return, they get access to all the other member's internet connections on all WLAN enabled devices.
180|BIG Launcher|53491.0|Apps|53491||CZE|Pardubice|1|2011.0|technology|An alternative user interface for Android phones or tablets optimized for people with bad sight and technically challenged users.It uses big buttons and large fonts for all the basic functions of the phone - telephone, contacts, messages and to access installed applications. It redefines the way the user controls the phone by hiding unneeded features and leaving only the important options in the menus
181|BIME Analytics|1000000.0|Business Intelligence|5000000|operating|FRA|Montpellier|2|2009.0|technology|Founded in 2009 in Montpellier, a hotbed of academic R&D in the South of France, the company We Are Cloud created BIME - a powerful modern BI tool capable of turning data from any source into valuable insights and actionable information thus empowering decision-making and impacting business results.Through its pure cloud model, it turns the web into a seamlessly connected data warehouse thus making data analysis, visualization and dashboarding a fast, low-cost, intuitive service for both business and tech users.The privately funded company was the first vendor to offer front-end BI capabilities to Google BigQuery. Customers using BIME are all across the globe: Shell, Husqvarna, Greenpeace, Cisco, Microcredâ€¦ to name but a few. You can find more about BIME's clients here: http://www.bimeanalytics.com/customers.html.Its top experts speak at the most important events such as Google IO and GigaOm Structure Data. Moreover, the company has won a series of awards acknowledging its business model and its technology innovations. It was also featured in some of the major international tech publications including Forbes, InformationWeek, GigaOm, TechCrunch or VentureBeat.
182|BMRW & Associates|87000.0|Ediscovery|874687|operating|USA|Dover|3|2009.0|technology|Arkovi is a social media archiving solution enabling individuals and business to manage their social media footprint.Consolidating the numerous communication platforms in social media into one archive provides a resource for compliance, analytics, content management and more. Arkovi provides a set of management tools for filter and search, distribution of content and automation of reporting.Arkovi delivers tools that accommodate e-dsicovery, regulatory or other management requirements around public communications. We offer free, premium and enterprise offerings.
183|BRAINDIGIT|200000.0|Enterprise Software|200000|operating|NPL|Kathmandu|1|2008.0|technology|BRAINDIGIT provides a comprehensive online solution for .Net platform and its users.  Specializing on .Net platform it provides users with a powerful .NET CMS â€œSageFrameâ€ for setting up online business portals. With â€œSageFrameâ€ users can easily create, customize and manage their web contents.  BRAINDIGIT also provide ecommerce solution via AspxCommerce which is a .Net based platform for building ecommerce portals. AspxCommerce is built on top of SageFrame and helps businesses to build, manage and edit their ecommerce portal.
184|BYNDL Inc.|120000.0|Software|1450000|operating|||2|2011.0|technology|BYNDL is a mobile transaction services company providing payments, permissions and relationship solutions for Unattended Retail environments. BYNDL brings the power of mobile transactions to point-of-decision selling situations, enabling mobile apps and vending machines alike to accept mobile payments and deliver mobile coupons. BYNDLâ€™s open, integrated software-as-a-service (SaaS) mobile transaction service mobile-enables Unattended Retailing companiesâ€™ software and machines, resulting in reduced operating costs, increased margins and new revenue opportunities. BYNDLâ€™s stored value payment solution dramatically reduces the impact of transaction fees across multiple small value purchases. Only BYNDL can support any mobile device or technology, any payment method or settlement process, provide stored value, and integrate with existing software and systems. BYNDL Bundles Your New Digital Life. For more information, please visit www.byndl.com.
185|BabyWatch|19299.0|Hardware + Software|19299|operating|DEU|Berlin|1|2012.0|technology|BabyWatch is somewhere in between a big expensive pregnancy monitoring device and a very simple mobile application that doesn’t provide much information – bringing together best of both in one simple and easy to use system.
186|Backand|1250000.0|Development Platforms|2860000|operating|ISR|Petah Tiqva|3|2014.0|technology|Backand provides an all inclusive platform enabling developers to build and run scalable, complete serverless applications with AWS Lambda, simplifying the implementation of microservices architecture.Backandâ€™s multi-service infrastructure also offers Security (SECaaS), Integration (IaaS) and Database (DBaaS) as a service, adding powerful capabilities to your web and mobile applications including social login, security, user management, hosting, a database API, Ionic support, push notifications and pre-integrated third party services. Backand eliminates the need for developers to setup or maintain infrastructure, allowing for faster app creation without the backend hassles.
187|Backdoor|200000.0|Chat|200000|operating|USA|Los Angeles|1|2013.0|technology|Backdoor is a mobile application that allows users to anonymously message and communicate with their friends. It has created a messaging application known as Backchat.Backdoor serves iPhone and iPod Touch users through the Apple App Store. The company was founded in 2013 by Daniel Singer and is based in Los Angeles, C.A.
188|Bacula|500000.0|Open Source|500000||GBR|London|1|2012.0|technology|Bacula is a set of Open Source, computer programs that permit you (or the system administrator) to manage backup, recovery, and verification of computer data across a network of computers of different kinds. Bacula is relatively easy to use and efficient, while offering many advanced storage management features that make it easy to find and recover lost or damaged files. In technical terms, it is an Open Source, network based backup program.
189|Badger Maps|28000.0|Software|28000|operating|USA|San Francisco|1|2012.0|technology|Badger enables Field Sales Reps be more successful with the time they spend in the field. Reps using Badger are more focused, efficient and effective - they reduce driving time by 20% and increase the number of customer meetings they get per week by 25%. Route planning and figuring out which customers to focus on is really important but it can take time. But Badger lets sales reps automatically optimize their route and build their schedule to get more meetings and sales. Badger also lets you adjust to changes in your day quickly to stay on top of everything. Customers cancel and reschedule meetings last minute which can really blow up your day. With Badger you can build and make adjustments to your routes to get more meetings on the fly in the field.
190|Badgeville|250000.0|Enterprise Software|39950000|operating|USA|Redwood City|5|2010.0|technology|Badgeville is the leading business gamification company with hundreds of global brand customers. With its unique combination of in-app gamification, SaaS platform and big data analytics, Badgeville is building the future of work. The company was founded in 2010 and is headquartered in Silicon Valley. Based in Redwood, CA,  the Badgeville team includes experts from Zynga, Playdom, Omniture, Google, Salesforce.com, Amazon, WebEx, Microsoft and more. Badgeville investors are InterWest Partners, Norwest Venture Partners, Trinity Ventures and El Dorado Ventures.To learn more, follow @Badgeville or visit www.badgeville.com.
191|BakedCode|168000.0|Software|168000|operating|USA|San Francisco|1|2010.0|technology|BakedCode create applications which help developers and businesses, focusing on making new solutions or improving on current solutions.
192|Balakam|833000.0|Search|1079000|operating|RUS|Nizhniy Novgorod|2|2011.0|technology|Balakam LLC is a privately held company which specializes in research and development in the field of web search technologies.The company is developing a smart search service aimed at finding live media streams in the global web. The searching engine will allow to look through the Internet and find sources of live broadcasting stations Ã¢â‚¬â€œ TV, radio channels and web cameras transmitting live audio and video content over the Internet.The patented technology dramatically enhances the effectiveness of web browsing thus making the searching process quick and easy providing for the high relevancy of the search results.The pilot version of web service can be found http://www.balakam.comThe commercial release of the web search will be available in 2012.
193|Bambuser|2500000.0|Video|2500000|operating|SWE|Stockholm|2|2007.0|technology|Bambuser is an end-to-end solution for live streaming. Effortlessly create engaging experiences in any app using our developer-friendly tools and fully managed live video platform.
194|Bandwave Systems|155000.0|Web Hosting|155000|operating|||1|2000.0|technology|Bandwave Systems is a global provider of premier broadband aggregation solutions. With its proven set of processes and a world-class team of technicians, Bandwave brings single source Wide Area Network Management to multi-site enterprises more efficiently than any other provider. Founded in 2000, Bandwave has perfected a â€œOne contract. One invoice. One support.â€ approach to services including Broadband Aggregation; Enterprise Broadband Management; Guest Wi-Fi; 4G wireless; Ethernet / Fiber; and SD WAN.  Based in Burlington City, New Jersey, Bandwave Systems is a privately held company.
195|Bantam Live|500000.0|Contact Management|3550002|acquired|USA|New York|3|2008.0|technology|Bantam Live is an online service for business teams to collaborate in a workspace and build business relationships across the web. Users can share information, track activity, and manage contact and company relationships inside and outside the organization. Status updating, commenting, messaging, and interacting with social network contacts and content weave purposefully into business workflows (contact management, social CRM engagement and workflows, task management, calendaring, deal tracking, project management). Integrated to Twitter and soon other social networks, Bantam Live also allows a business team to search, monitor, and connect with people across the web for business development, sales, and marketing purposes.
196|Baremetrics|500000.0|Cloud Computing|500000|operating|||1|2013.0|technology|Baremetrics gives you zero-setup, one-click SaaS analytics for your Stripe account. No more wondering if you set up integration correctly with other analytics apps or trying to reimport old data to bring your analytics package up to speed.
197|Be my eyes|1700000.0|Software|1700000|operating|DNK|Copenhagen|1|2012.0|technology|Be My Eyes is a free mobile app designed to bring sight to the blind and visually impaired. With the press of a button, the app establishes a live video connection between blind and visually impaired users and sighted volunteers. Every day, volunteers are lending their eyes to solve challenges both big and small in the lives of the blind and visually impaired. With over 1.9 million users across 150 countries, Be My Eyes has grown to become the largest online community for the blind and visually impaired. The app harnesses the power of generosity, technology and human connection to help blind and visually impaired individuals lead more independent lives.
198|BeHome247|1666340.0|Software|1666340|operating|USA|Austin|1|2006.0|technology|The most affordable Home Automation and Vacation Rental solution today. A remote access, management and property control system.
199|BeOnDesk|70000.0|Browser Extensions|70000|operating|||1|2012.0|technology|BeOnDesk - personal desk in the cloud that connects multiple web services and applications together and allows you to access all of their services from any device and from any location.
200|BeThereRewards|100000.0|Software|100000|operating|USA|Richmond|1|2006.0|technology|BeThereRewards ~ Your Local Event Guide A company based in Richmond, VA that has proprietary software that retrieves calendar events from newspaper, college, tv & radio station websites in every major city in America; in addition has WEBTV stations set up re-broadcasting select events from the most populous US cities; and finally offering event news, commentary, highlight, and review using a newscast format from those same WEBTV studios.
201|Beagle Bioinformatics|40000.0|Biotechnology|40000|operating|CHL|Santiago|1|2012.0|technology|Beagle Bioinformatics is a Brazilian startup company located in JoÃ£o Pessoa (Brazil), with a branch in SÃ£o Paulo (Brazil) and Santiago (Chile). Our work is provide innovative & collaborative solutions for Genomics, Transcriptomics, Bioinformatics & Computational Biology fields. This represents a new paradigm in Genomics & Transcriptomics data analysis and storage. Our goals were constructed based on the transformation from the small to the big data, since the Terabases sequencers are already available, and will be commonly used soon. So, the company provides a facility for consulting, infrastructure implementation, analysis, databases & tools implementation, cloud solutions for biological data.
202|Beagle Bioproducts|380000.0|Biotechnology|380000|operating|USA|Columbus|1|2012.0|technology|Beagle Bioproducts, Inc. was founded in January 2012 with the intent to emerge as the most reliable domestic supplier of cyanobacterial toxins for research and for the monitoring and mitigation of harmful algal blooms (HABs). Our products will be available consistently and affordably, and we will develop a new line of lower-grade toxin products for research applications that donâ€™t require high-purity (and high-cost) toxins. Upon establishing ourselves in the U.S. market, we intend to expand to global markets so that these products will be available to people studying and mitigating HABs worldwide.
203|BearTail|955000.0|Enterprise Software|955000|operating|JPN|Tsukuba|1|2012.0|technology|drwallet-featuredimage BearTail, the startup behind the cloud-based household accounting solution company.
204|Bearch|2100000.0|Consumer Internet|2100000|operating|||1|2013.0|technology|A software development company specializing in communication and collaboration tools for businesses and consumers. Bearch has released multiple consumer internet products focused on solving everyday problems by connecting people.
205|Bedi OralCare|212135.0|Biotechnology|212135|operating|GBR|Edinburgh|1|2013.0|technology|Bedi OralCare aims to make good oral health accessible to everyone, regardless of age or disability.     Bedi Oralcare Limited is an Active business incorporated in Scotland. Their business activity has not been recorded. Bedi Oralcare Limited is run by 2 current members. It has no share capital. It is not part of a group.The company has not yet filed accounts. Bedi Oralcare Limited's risk score was amended on 15/07/2013.
206|Beehive Industries|1000000.0|Software|3500000|operating|USA|Lincoln|2|2011.0|technology|Beehive Industries is an asset, inventory, and workforce management software company.  We provide an all encompassing SaaS solution that empowers the public sector to actively manage assets, infrastructure and the workforce responsible for the infrastructure by capturing, preserving, and using data in a simple, intuitive way. We work every day to make our customers in Public Works and Utilities departments more efficient and help them to serve more effectively. The company is headquartered in Lincoln, Nebraska
207|Beekeeper Data|20000.0|Big Data|20000|operating|USA|Madison|1|2014.0|technology|Beekeeper Data is a licensed, collaborative, software platform that lets executives and non-technical employees quickly ask many different questions of their company's complex data. Beekeeper off-loads data 'grunt work' from IT resources by allowing a company to build reusable and scalable reporting components that are easy for anyone to use. Beekeeperâ€™s first product is rolling out to paid private beta customers during Q4 2014.
208|Beeminder|25000.0|Software|25000|operating|USA|Portland|1|2011.0|technology|Beeminder is a motivational tool where you pledge money to stay on track toward a goal and if you go off track, you pay. The commitment contract is linked to a graph of your progress: the commitment is to keep all of your data points on a yellow brick road drawn on your graph. Beeminder = Quantified Self + commitment devices.
209|Beestar|20000.0|Hardware + Software|320000|operating|NLD|Amsterdam|2|2012.0|technology|Beestar engineers, develops and manufactures hardware and software to provide the most advanced solutions in the field of motion and position tracking for individuals and teams. Operating mainly in the sport and LBS markets, Beestar owns several revolutionary IPs in the fields of indoor and outdoor positioning technology as well as innovative sensor network. As a company we are devoted to push the boundary of innovation to help individuals and teams evolve their physical potential and developers to easily access the power of real time kinematics to create exciting applications.Our flagship product, the QuASPâ„¢, is the result of years of research in the fields of motion tracking, precise positioning, sensor networks and web technologies. QuASPâ„¢ stands for Quantified Acceleration Speed and Position. Thanks to Beestar's patent-pending technologies, the QuASPâ„¢ platform breaks the barrier of inch accurate positioning, enabling the capability to record and visualize in real-time motion quantification of multiple observation points such as multiple athletes.
210|Beezag|750000.0|Video|3250000|closed|USA|New York|2|2009.0|technology|Headquartered in New York, Beezag owns and operates a game-changing and global patent-pending system for targeted advertising to mobile devices, social media and interactive TV.Beezag specializes in the sending of video ads to consumers who are looking for the products and services being advertised. These consumers have all opted-in and raised their hands after being invited to join Beezag.Consumers are rewarded for their time and attention with offers, specials and even cash. An entire suite of patent-pending systems confirm whether a completed view has been achieved or not. Best of all, consumers must focus and concentrate on the commercials from start to finish.Beezag turns today's advertising climate on its head, as it guarantees an ad was viewed completely and not merely placed on a site or run during a program Ã¢â‚¬â€ current shot-in-the-dark methods available to advertisers.ItÃ¢â‚¬â„¢s a service for local as well as national advertisers. Quick. Cost-Effective. Cheap.100% Accountability.Beezag currently focuses on young adults, 18 and above. With its operator model in place, Beezag is poised to launch in new countries and regions through its relationships with strong local partners.Beezag ... advertising. reinvented. period.
211|Behavio|355000.0|Software|355000|acquired|USA|Sunnyvale|1|2012.0|technology|"Behavio, an MIT-Media Labs spin-off, develops software and services that allow mobile devices to sense, understand, and react to human behavior and context - enabling developers to easily build smart and context-aware apps and services. 
Behavio was a winner of the 2012 John S. and James L. Knight Foundationâ€™s News Challenge on Networks. The team also develops and maintains Funf.org, the leading open source sensing platform for Android devices, which won the 2012 SXSW Accelerator competition as well as other awards and recognition."
212|BeliefNetworks|1400000.0|Machine Learning|3486023|operating|USA|Charleston|2|2007.0|technology|BeliefNetworks applies semantic intelligence and predictive analytics to provide web publishers, bloggers and their consumers with convenient access to related content in real time, such as news, videos, music and images, to drive higher consumer engagement, return visits, and time on site for ad revenue lift.SpecialtiesSemantic Intelligence, semantic search, predictive analytics, machine learning, data mining, related content, advertising
213|Bell Biosystems|1500000.0|Biotechnology|4500000|operating|USA|San Francisco|2|2009.0|technology|"Bell Biosystems is a biotechnology company based in Berkeley, CA, and focused on developing tools for the tracking and imaging of cellular therapies.   Bell combines expertise in stem cell research, cell biology, biomedical imaging, molecular biology and clinical regenerative medicine. Our vision is to create tools that accelerate the ""bench-to-bedside"" progress of innovations in cell therapy pre-clinical and clinical delivery and tracking of transplanted cells."
214|Bellbrook Labs|187291.0|Biotechnology|187291|operating|USA|Madison|1|2007.0|technology|BellBrook Labs is a small R&D company that is devoted to advancing drug discovery for human health therapies. Our company values allow us to be creative in producing and delivering new screening tools, and is made possible with the passion and devotion of our customers. We strive to improve our service to our customers.
215|Bellhops|600000.0|Collaborative Consumption|7800000|operating|USA|Chattanooga|4|2013.0|technology|Bellhops is one of the fastest growing companies in the US, transforming the deeply broken $18B moving industry with an asset-light model powered by tech to deliver untouchable prices and customer experiences on par with the best service companies in the world. Featured in The New York Times, Forbes, USA Today, Inc. Magazine, Fast Company, Fox Business, Business Insider and many others.
216|Bellicum Pharmaceuticals|2300000.0|Biotechnology|145932588|operating|USA|Houston|10|2004.0|technology|Bellicum Pharmaceuticals, Inc. is a clinical stage company developing next generation therapeutic vaccines and other immunotherapeutic approaches for the treatment of cancer and chronic infectious diseases. Bellicum's novel approach is to utilize precise knowledge of the signaling pathways that regulate the immune response to target specific factors that can influence the potency and duration of this response. Our lead product, BP-GMAX-CD1, is in Phase I clinical trials.
217|BeneStream|1580000.0|Software|3330000|operating|USA|New York|3|2011.0|technology|BeneStream is a software-as-a-service company providing a low-cost solution to employers facing tough choices under the Affordable Care Act (ACA). New mandates will require large employers to offer costly employer sponsored insurance (ESI) to their entire full-time workforce â€“ or face fines.BeneStream provides a better choice for employers with a low-income workforce: Outsourced enrollment in Medicaid. This solution:â€¢ Saves employers money while complying with ACAâ€¢ Saves employees money and provides them free, comprehensive, family coverage.In 2014, tens of thousands of employers must offer health insurance to tens of millions of employees for the first time. As a result, employers with more than 50 employees are considering financially tough choices:â€¢ Offer ACA-compliant insurance to their low-income workforceâ€¢ Offer no insurance â€“ and risk finesâ€¢ Cut employee hours to part-timeEmployers subject to ACA mandates are asking their benefits advisors for a better choice. BeneStreamâ€™s technology provides it. We help their eligible low-income employees enroll in the federal Medicaid program. This is a win-win solution because:â€¢ It saves employers the cost of insurance for their low-income workforce while complying with the ACAâ€¢ It eliminates the risks of fines for the employer and the employeeâ€¢ It provides free, comprehensive coverage for the employee and their family , without deductibles or cost-sharing.
218|Benefitter|100000.0|Software|7157090|operating|USA|San Francisco|3|2012.0|technology|Benefitter helps employers confidently navigate Health Care Reform, save money, and improve their employees’ well-being.
219|Benson Hill Biosystems|50000.0|Biotechnology|1080971|operating|USA|Raleigh|5|2012.0|technology|Boosting crop yields on existing acreage and with limited inputs is the foremost challenge in sustainable production agriculture.With the global population projected to reach nine billion by 2050, agricultural output must increase by 70% in this timeframe. As nations such as the United States pursue agriculture-intensive energy policies, demand and price volatility for agriculture commodities will continue to intensify. Diminishing agricultural resources such as arable land and fresh water will further compound this challenge.In the last twenty years, crop yields have improved from intensive breeding programs, increased planting densities, and biotech traits such as insect resistance and herbicide tolerance. However, blockbuster trait releases in recent years are only having single digit percentage impacts on yield. At a time when step changes are needed in crop productivity, yields are plateauing.One contributing factor to the decline in crop development is that nearly all commercial biotech traits are single-gene approaches to protecting yield. But to realize step changes and avoid a yield plateau, we must innovate beyond single-gene approaches to protecting yield, and realize step wise gains by increasing intrinsic yield.Benson Hill is dedicated to delivering substantial production gains to the agriculture sector by advancing biotech-based traits to increase intrinsic yield.
220|Berg|1300000.0|Software|1300000|operating|GBR|London|1|2005.0|technology|Berg is a cloud-based company that develops and commercializes cloud services for hardware innovators. It helps reduce the cost of invention and increase speed.Berg offers Little Printer, a web-connected printer that creates mini personalized newspapers. It also provides cables, power adapters, and thermal papers as well as software and hardware platforms for the development of web-connected products. Its products are available online in the United Kingdom, the United States, Canada, Australia, and New Zealand.The companyâ€™s plug-and-play configuration makes it simpler and cheaper for its customers to prototype and develop new web-connected products of their own.Berg was founded in 2005 and is based in London, United Kingdom.
221|BestVendor|600000.0|Software|4200000|acquired|USA|New York|4|2011.0|technology|"BestVendor is a free online resource that helps professionals quickly find the best software, apps, and services based on the recommendations of people like them. The company's vision is to provide a Yelp-like ""social discovery"" resource for all business tools and services, and bring a lot more sharing and openness to the business purchasing process. Beta signup is available at http://www.bestvendor.com"
222|Betify|250000.0|Software|250000|operating|GBR|London|1|2013.0|technology|Betify is a mobile application that enables its users to play challenge-based social games.The application allows its users to create challenges that others can fulfill. They would be awarded points for each challenge completed.Betify was launched in 2013 by Samuel Huber and is based in London.
223|Better Mobile Security|1500000.0|Information Technology|2512245|operating|USA|New York|2|2011.0|technology|BETTER Mobile Security is an enterprise mobile threat defense company that provides detection, prevention, and remediation against advanced mobile attacks in real time. BETTER gives companies the ability to continuously monitor and defend against known, unknown zero-day attacks. BETTERâ€™s layer of technology can actively detect and prevent malware and potential harmful apps and network attacks, and then stops them before data is breached. BETTER is built for easy deployment and optimized for user and battery performance to seamlessly integrate and operate a shielded mobile environment.
224|BetterCloud|2200000.0|Cloud Security|21850000|operating|USA|New York|4|2011.0|technology|BetterCloud is the first SaaS Operations Management platform, empowering IT to define, remediate, and enforce management and security policies for SaaS applications. Over 2,500 customers in 60+ countries rely on BetterCloud for continuous event monitoring, quickly remediating threats, and fully automating policy enforcement. BetterCloud is headquartered in New York City with an engineering office in Atlanta, GA.
225|BevSpot|720000.0|Software|740000|operating|USA|Cambridge|2|2014.0|technology|BevSpot is a Boston-based startup founded in 2014 by MIT and Harvard technology entrepreneurs backed by leading investors and industry veterans.We’re here to help bars, restaurants, distributors, and suppliers with purpose-built, easy-to-use, online technology that makes their jobs easier, enabling them to focus on serving their customers.
226|Biart|4200000.0|3D Technology|4750000|operating|USA|Houston|2|2007.0|technology|Founded in 2007, BIART is an independent international technology and entertainment products developer. BIART has developed a world class proprietary 3D engine technology. BIART has successfully released games and entertainment products for mobile platforms, PC, Microsoft Xbox 360, Sony PlayStation 3 and Sony PlayStation Portable. BIART maintains technical cooperation with many of the worldâ€™s leading software and technology companies including Qualcomm, Intel Corporation, Electronic Arts, NVIDIA, ARM, AMD and many others.Biart's mission is development and producing of highly technological entertainment projects, that would give unique gaming experience to players.
227|Bidgely|3000000.0|Analytics|8000000|operating|USA|Sunnyvale|2|2010.0|technology|"Bidgely (which means ""electricity"" in Hindi) is a highly energetic and innovative startup working on something that has never been done before. They have developed ground-breaking analytics that can itemize home energy usage data to the appliance level without using any plug-level monitors. Now, they are setting out to deliver this technology to millions of households across the world and help save energy on a massive scale."
228|Bidstalk|500000.0|Algorithms|500000|operating|||1|2013.0|technology|Bidstalk is a white label mobile advertising platform, upon which ad agencies, advertisers, publishers and ad exchanges can build their mobile advertising business with absolutely zero investment on technology, to trade mobile ad inventory at scale.Since the platform launch at Mobile World Congress in Febâ€™14, Bidstalk has white labelled 20+ ad agencies and have access to 20+bn mobile ad impressions per day. Led by mobile ad-tech trailblazers, Bidstalk is headquartered in Singapore and have 35+ geeks from advertising, technology & algorithm background.For more information, follow us at twitter (#Bidstalk) or visit us at www.bidstalk.com.
229|Big Box Labs|40000.0|Software|40000|operating|USA|San Francisco|1|2012.0|technology|Big Box Labs is the creator of Note trainer lite, a fun sight-reading game that teaches you to recognize music notes. The game increases in speed and difficulty over time so that you can truly learn to sight-read music notes effortlessly.
230|Big Frame|3400000.0|Video Streaming|3400000|acquired|USA|West Hollywood|1|2011.0|technology|Big Frame works with the biggest YouTube influencers to create and market video content.Big Frame is a leading media company in the YouTube entertainment space. Weâ€™re building sustainable media brands around YouTubeâ€™s most influential channels, and connecting advertisers with their highly engaged audiences.YouTubeâ€™s best channels partner with Big Frame to build professional careers by growing their audiences and unlocking lucrative partnerships with advertisers.  We help the best content find the right audiences.  Weâ€™re not trying to sign every channel on YouTube, only the best channels that we can really help â€“ and our partners love us for it.The biggest advertisers in the most competitive industries work with Big Frame to reach active, engaged, and demographically focused audiences. We connect brands with customers through influencers they trust. Our satisfied advertisers include Chevrolet, The Home Depot, Sony, Virgin, Levis, Fox and many, many more.
231|Big Switch Networks|1500000.0|Software|44700000|operating|USA|Santa Clara|5|2010.0|technology|Big Switch Networks is the Cloud-First Networking company, bringing public cloud-style networking and hybrid cloud consistency to organizations around the world. The company provides data center switching, monitoring, visibility and security solutions for on-premises enterprise cloud, public cloud and multi-cloud environments that enable companies of all sizes to dramatically increase operational efficiency, increase business agility, and reduce networking costs. Big Switch was founded in 2010, with roots in the original Stanford research team that invented software-defined networking. Big Switch has strategic partnerships with Dell EMC, HPE and Edgecore, delivering innovative software on industry-standard open networking hardware. Since its founding the company has been an active member and contributor to multiple open source communities. Big Switch Networks is headquartered in Santa Clara, CA, with a dedicated presence across more than 25 countries. To learn more: www.bigswitch.com 
232|Bikanta|120000.0|Nanotechnology|120000|operating|USA|Newark|1|2013.0|technology|Bikanta is introducing a revolutionary platform nanotechnology based on nanodiamonds to push the boundaries of current optical imaging methods for medical diagnostics.The potential of nanotechnology in the near-term is to act as tools to study disease. The long-term impact of nanomedicine will be the story of extending surgical control to the cellular level.
233|Bildero|250000.0|Software|250000|operating|GBR|London|1|2011.0|technology|"Our product is the Bildero Solution which is dynamic imaging based on a single source image technology, easy upload and storage with no limits of resolution, size, weight.
Main features of the Bildero Solution are:
- common and easy of access, universal and affordable solution for both an average Internet user and professional webmaster- revolutionary in the point of end user perception and experience - extreme high quality, dynamic images available via new media (via the Internet on computers, mobile devices tablets, smartphones)
- available for every pocket and for everybody who wants to show images over the web
- one place to save and delivering high resolutions imges, video and pdf to use in e-shops, b2b, 
Bildero SaaS Ã¢â‚¬â€œ a webmasters get accounts in the cloud servers with geolocation and next step is to integrate their Bildero Space with any portal or online shop through offered modules or API. Payment for space and generated traffic.Bildero Server Ã¢â‚¬â€œ selling application to companies having their own servers and infrastructure and not interested in SaaS model but only monthly license or one-off purchase
Bildero Social - combining the Bildero Server with applications which enable integrating with their own or external social portal
Bildero WEB Ã¢â‚¬â€œ a website with login and password which enables images upload and passing the link on. Free and Premium account."
234|Bilende Technologies|100000.0|Software|100000|operating|TUR|Istanbul|1|2008.0|technology|Bilende is a strategic design consultancy studio based in Istanbul. It is a technology integrator specializing in creative, measurable, usable web utilities with a human-centric approach.As an output of rapidly incrementing production and consumption volumes, Bilende develops projects using agile and evolving methodologies. It embraces development models introducing its customers to each phase of the project, from analysis, technical and visual design to development and test.
235|Billaway|1100000.0|Enterprise Software|1100000||||1|2012.0|technology|Billaway allows mobile network operators to gain a deeper understanding of their subscribers in order to gain insights that fuel data-driven decisions.
