|Unnamed: 0|city|company_name|country_code|description|founded_year|funding_rounds|funding_total_usd|market|raised_amount_usd|sector|status|hasAI|hasAlgo|hasData|hasDeep|hasYtics
67|306.0|Gothenburg|Burt|SWE|Burt is a big data analytics platform that helps media owners connect and analyze disparate data sources across multiple screens, departments and revenue channels.The company's award winning Software-as-a-Service platform allows customers to become more data driven, grow revenue by making smarter decisions faster, and strengthen relationships with their most profitable audience segments and advertisers.Founded in 2009, with offices in Gothenburg and New York City, Burt is profitable and growing rapidly, processing +1 terabyte of new customer data every day for leading media companies such as Conde Nast, Advance Digital, Bonnier, Schibsted, IDG, and Thomson Reuters.|2009.0|3|8500000|Business Intelligence|3000000.0|technology|operating|0|0|0|0|0
68|314.0|Portsmouth|C3 Metrics|USA|C3 Metrics is a global leader in cross-channel advertising measurement & accountability. Built by marketers and backed by the former Chairman and CEO of Nielsen, the companyâ€™s award-winning Attribution Data Cloud unites TV + Digital + In-Store with machine learning to provide unified marketing measurement driving both increased performance and budgets. The combination of proprietary fraud controls with the Attribution Data Cloud generates a documented 15%-44% improvement in media ROI with marketers generating 30% larger budgets from finance.|2008.0|1|1104000|Business Analytics|1104000.0|technology|operating|0|0|0|0|0
69|315.0|Santa Clara|C3DNA|USA|"C3DNA is a Silicon Valley start-up with unique technology that infuses cognition into legacy and cloud-based apps while also enabling ""meta-container"" functionality for Docker, OpenStack and bare metal. C3DNAâ€™s software provides uncompromised data management and security, enables hybrid cloud capability without vendor or architecture lock-in and end-to-end service visibility and control across data centers and cloud providers."|2013.0|1|2000000|Cloud Computing|2000000.0|technology|operating|0|0|0|0|0
70|319.0|Austin|Cache IQ|USA|Cache IQ is a storage solutions company delivering the industry's first and only intelligent caching and visibility product designed to tame the out-of-control growth of network attached storage while optimizing critical application performance.A group of veteran storage and networking entrepreneurs founded Cache IQ in 2010 to create an intelligent approach to file-based caching to help companies get control of their expanding storage requirements and associated spending.By intelligently decoupling performance from capacity, Cache IQ's RapidCache solution provides a simpler, smarter approach to NAS caching. Instead of blindly caching data solely on access, buying more disks, or tiering storage, RapidCache maximizes existing storage by prioritizing the most important applications â€” providing complete usage visibility, caching only the right data, controlling application performance, and automatically troubleshooting bottlenecks.|2010.0|2|9856183|Hardware + Software|3856183.0|technology|acquired|0|0|0|0|0
71|328.0|Manchester|CampaignAmp|GBR|CampaignAmp is the collaboration and analytics tool for marketing teams. We're changing the way the most exciting industries on the planet work.We pair data with context to reveal relationships between key points in campaigns, providing fresh insight into what's working and what's not. CampaignAmp also solves efficiency problems by keeping all of your information in one place, which enables teams to generate reports that would normally take hours in a matter of seconds. We're unique in bringing together elements of project management and data analytics, allowing teams to work together alongside their campaign data. We call it Intelligent Project Management.|2013.0|2|470000|Analytics|170000.0|technology|operating|0|0|0|0|0
72|338.0|New York|Carnival|USA|Carnival is a mobile marketing platform, enabling brands and agencies to run interactive messages and analytics into their mobile apps. The platform was launched in 2008 by Guy Horrocks and Cody Bunea. It is based in New York, N.Y.|2008.0|1|2400000|Internet|2400000.0|technology|operating|0|0|0|0|0
73|341.0|Denver|Cartasite|USA|Cartasite is leveraging realtime telemetry to streamline operations, reduce risk, enhance security, and ensure effective utilization of critical assets for some of the worldâ€™s largest energy and natural resource corporations.  The Company has deployed sensors in 38 countries monitoring everything from pickup trucks to offshore drilling rigs for global enterprises like ConocoPhillips, Anadarko, 3M and Freeport McMoRan.  Cartasite doesnâ€™t build hardware. It builds the algorithms that sift through the torrents of data streaming into two, fully redundant clouds identifying the anomalies that direct more efficient response from field workers.  Cartasite has well established, multiyear, recurring revenue service contracts with over 70 enterprise customers.As one of the fastest growing Industrial IoT SaaS companies in the energy and natural resource verticals, Cartasite has established a reputation for superlative service and pragmatic innovation.  The Companyâ€™s realtime geospatial dashboard, worldVIEW, is used to monitor operational status and orchestrate response to critical events.  Thematically, Cartasite has a disciplined focus on those industries that must increasingly operate as a geographically distributed factory floor.  The Company believes that realtime operational intelligence and geospatial business process optimization will be critical differentiators in the Industrial Internet of Things.The energy and natural resource sectors are adjusting rapidly in response to low commodity prices.  The focus on operational efficiency is driving adoption of new technologies and methodologies.  Deployment of M2M sensors is transforming field operations within these sectors.  Cartasite is positioned precisely at the nexus with proven, deployed solutions to reduce operating costs, ensure regulatory compliance, and enhance safety and security.|2004.0|3|6230899|Gps|1200000.0|technology|operating|0|0|0|0|0
74|345.0|Oakland|CashBet|USA|"CashBet is the only mobile-first platform for real-money, social, and skill-based interactive gaming. CashBet offers a complete software solution that enables operators to run a legal and profitable iGaming business end-to-end. The enterprise-grade platform is highly scalable, flexible and customizable to an operator's needs, with unified back office support for mobile, tablet, and desktop devices.CashBet is the only vertically-integrated platform and turnkey operation that handles everything including: 
- Compliance: Licensed by the AGCC & UKGC, CashBet provides licensing, tax filing, and compliance support
- Registration, verification, banking: Player banking and support for multiple payment providers
- Games: Stand-alone RGS, access to exclusive and licensed iGaming content from multiple games providers
- App/Site Management: Custom mobile apps and websites, white label support, drag and drop CMS
- Player Management: Player registration, KYC verification, segmentation, and CRM
- Marketing: Marketing automation, campaign management, loyalty, promotions, bonusing, affiliate management
- Customer Service: Customer support, work queue management, VIP management 
- Data & Analytics: Data visualization, reporting, trend analysis, A/B testing across player segments
- Security: Fraud detection and prevention, biometric authentication, geo-fencing suitable for mobile on-premiseFounded in 2012 by gaming industry veterans, CashBet is used by 8 operators to run over 450 games worldwide. CashBet is licensed by the Alderney Gambling Control Commission and the UK Gambling Commission. Previously, the CashBet team led the development of online gaming platforms for companies such as CyberArts (Ultimate Gaming), WagerWorks, IGT, and US Digital Gaming (USDG). Learn more: https://vimeo.com/73161279"|2012.0|2|1900000|Software|200000.0|technology|operating|0|0|0|0|0
75|346.0|Palo Alto|Cask|USA|Founded by developers for developers, Cask, the open source software company makes building and running big data solutions easy, provides the first unified integration platform for big data that cuts down the time to production for data applications and data lakes by 80%. Based in Palo Alto, Calif., the company is backed by leading investors including Battery Ventures, Andreessen Horowitz, and Ignition Partners.|2011.0|2|12500000|Development Platforms|2500000.0|technology|operating|0|0|0|0|0
76|348.0|Cochin|Catacomb Technologies|IND|Catacomb Technologies, incorporated in 2013,is an innovative product driven-solutions company with a focus on building tomorrowâ€™s enterprise. Creative Design and online expertise, for delivering market-defining, high-quality and customized solutions, create value and sustainable competitive advantage for our clients. Catacombers strive to provide enterprises with strategic insights on what lies ahead. With efficient work flows, engaged clients and maximum revenue, we help enterprises transform and thrive in a changing world through, co-creation of breakthrough solutions, including those in mobility, sustainability, big data and cloud computing. In todayâ€™s dynamic world, we have focused our efforts to those areas that are rapidly increasing in influence and present a great scope for IT led innovations. With our single-minded passion, we believe in delivering services faster, better and cheaper in this highly competitive industry. Our customized solutions provide better visibility and control across all areas of your business so you can operate more efficiently, improve profit margins, reduce risk and achieve long-term successâ€”no matter what the market has in store.|2013.0|1|10000|Software|10000.0|technology|operating|0|0|0|0|0
77|355.0|Santa Barbara|Centripetal Software|USA|Centripetal Software provides the ability to backup data and files stored in online applications. Our first product provides the most comprehensive backup solution on the market for business users of 37Signals Basecamp product.Their Application Data Retrieval service is itself an online, hosted application used to perform a complete retrieval of your files, application data, or application database on hosted business applications. The retrieval software enables you to make an exact duplicate of everything contained within supported online applications so that you are in control of the data that you own. Centripetal Software gives companies the power of Cloud Applications with the control that comes with owning the desktop. Their products allow you to keep your data by retrieving it from the online applications that you use and storing it how you want it stored. They go a step further by enabling you to migrate that data to competing products giving you a choice and limiting vendor lock in. Their vision is to extend core IT services into the cloud so that companies can continue to manage their IT even as they move to online applications. Everyone else out there is focusing on making IT services themselves available in the cloud, but very few people are extending those IT services to work with cloud applications.|2009.0|1|25000|Flash Storage|25000.0|technology|closed|0|0|0|0|0
78|360.0|San Francisco|ChannelMeter|USA|ChannelMeter is a platform for online video analytics and influencer management. We help media companies and brands leverage the power of online video influencers and their massive audiences by providing software for discovery, enrollment, accounting, payments, and tools necessary for a successful online video network.|2012.0|2|100000|Video|100000.0|technology|operating|0|0|0|0|0
79|362.0|New York|Chartbeat|USA|Chartbeat is a betaworks company that provides realtime analytics to Websites and blogs.  It shows visitors, load times, and referring sites on a minute-by-minute basis.  The service also provides alerts the second your Website crashes or slows to a crawl.|2009.0|5|17575000|Real Time|3000000.0|technology|operating|0|0|0|0|0
80|369.0|Bristol|Chibwe|GBR|We are developing tools which will help businesses understand the past and predict the future by combining and correlating data from different sources. With Osmium you can bring together a wide variety of information â€“ including surveys, focus groups, social media, sales, website visits, the weather, and other sources Â­ â€“ to create a single source of high-value insight.|2014.0|1|33390|Analytics|33390.0|technology|operating|0|0|0|0|0
81|372.0|Denver|Choozle|USA|Choozle â€“ Digital Advertising Made EasyÂ® â€“ provides a digital advertising software platform that leverages detailed consumer data to power programmatic advertising campaigns across display, video, mobile and other mediums â€“ all from a single, intuitive interface.Choozle combines the sophistication of multiple digital advertising tools, a demand-side platform, data management platform, and smart tag management into a single platform. Designed for advertising agencies and marketing departments, Choozle has democratized the ad tech ecosystem with its intuitive, elegant, and affordable solution.|2012.0|2|1627500|Software|1100000.0|technology|operating|0|0|0|0|0
82|374.0|Amman|Ciapple|JOR|Small to Medium Enterprises (SME) in this competitive market, are facing some challenges in retaining profitable customers and utilize their advertising budget to be more targeted. One of the available high cost solutions is hiring full time data mining and marketing analysis experts, buying expensive enterprise solution and train them how to use, integrate, and customize it to the companyÃ¢â‚¬â„¢s actual needs. Another solution with less cost but also less quality, is hiring conventional business consultants to perform manual data analysis is not really applicable for such type of huge and complex natural of the data. One of our recent client is Bayt.com that are now gaining such business intelligence insights.Ciapple services include extracting knowledge from the collected data about our clientÃ¢â‚¬â„¢s customers using high-quality and easy knowledge machines that best match these companiesÃ¢â‚¬â„¢ requirements . This extracted knowledge from the hidden patterns in their any type of database could excitably develop the business and getting bigger market share by retaining customers, targeted advertizing, cross-selling, enhance user experience and other strategic business decisions. Ciapple team who combines business and technology experts in data mining and business intelligence offer this high end service in many formats like configured in-house solutions, web applications, and ready-made products for customer retentions & cross-selling, and consulting-like marketing analysis service with very affordable value-centric price. Ciapple offers high quality business insights, as enabler tools, in a format and a price that SME would prefer to have.|2009.0|1|21000|Business Intelligence|21000.0|technology|operating|0|0|0|0|0
83|377.0|Dublin|CipherApps|IRL|CipherApps enables users of cloud collaboration services such as Google Docs and Office 365 to meet security, compliance and regulatory requirements in relation to the use and storage of their corporate data in hosted data centres.The CipherApps security gateway provides an invisible encryption service for securing all types of cloud data prior to it leaving the enterprise network, and secures data-at-rest in the cloud. CipherApps preserves the collaborative nature of cloud document services by providing a real-time encryption solution. The CipherApps solution is browser agnostic and does not require client-side software.|2013.0|3|557181|Enterprise Software|27181.0|technology|operating|0|0|0|0|0
84|378.0|Chicago|Cityzenith|USA|Cityzenith provides data visualization platform software and applications for IoT and Smart Cities. Cityzenith's 5D platform technology empowers users with a simple way to make sense of the torrent of data in cities, campuses, and buildings, revolutionizing the way people access, understand, and use spatial information.The company is headquartered in Chicago and has an existing office in London.|2009.0|3|6214000|Software|6000000.0|technology|operating|0|0|0|0|0
85|380.0|Pittsburgh|CivicScience|USA|CivicScience Inc is the creator of an intelligent online polling application, called iQpoll. iQ integrates with polls currently running on your site, or if you donÃ¢â‚¬â„¢t have a poll, CivicScience designers will build one to match the look and feel of your site.The company then delivers up to three approved poll questions to your users every time they visit. By identifying return users, it builds rich but anonymous profiles over, using its technology to delivers increasingly relevant questions to keep users coming back.As your responses roll in, iQ builds a database of insights about your audience. YouÃ¢â‚¬â„¢ll be given tools for viewing, analyzing, and sharing data with your sales team, editorial team, and advertisers.It also offers the ability to receive reports for market researchers, investment analysts, and others who want to better understand consumer opinion. It uses your anonymous audience data in a paid report, and you receive a revenue share.|2007.0|5|4900000|Analytics|1200000.0|technology|operating|0|0|0|0|0
86|392.0|Detroit|Clicktivated|USA|The industries premiere interactive video platform; empowering viewers to touch virtually anything of interest directly inside of video without the annoyance of intrusive popups or markers over the video. Thus, leading the viewer to increased engagement opportunities, including direct purchase and additional information.  Creating a very user-friendly and immersive experience.Another valuable attribute of the Clicktivated technology is the powerful data and analytics collected. Today, the amount of data collected through video is very limited and not very beneficial. They collect real time consumer preference data from inside the video down to the individual item. Data that can drive valuable business decisions.|2013.0|1|650000|Technology|650000.0|technology|operating|0|0|0|0|0
87|394.0|Millbrae|CliniCast|USA|CliniCast builds software tools for population management that enables healthcare organizations to:  (1)identify high risk patients, (2)target appropriate interventions to manage those patients,  (3)optimize workflow to maximize productivity, and (4)measure performance.  CliniCastâ€™s risk models has the capability to extract insights from diverse sources, including: demographics, claims, labs, pharmacy, psychosocial information, surveys and unstructured free text. This ability to handle comprehensive sources of data means CliniCastâ€™s models offer superior risk discrimination.|2011.0|1|100000|Software|100000.0|technology|operating|0|0|0|0|0
88|396.0|Seattle|ClipCard|USA|ClipCard is a service that connects your apps so you can access your stuff in context, anywhere youâ€™re working.We all rely on apps and cloud services for everything we do. Files, code, communication, analytics and even just notes. Using apps to do our jobs has become the new normal for us,  we all spend a lot of time switching between them.With ClipCard, you can get to anything across Dropbox, Evernote, Google Drive, Trello and beyond, right where you need it â€” on the web, on your Mac, even inside Slack.Thereâ€™s no need to open five or six different apps anymore. Find out whatâ€™s going on with a project, a client, or a feature easily â€” without disrupting your team or receiving more notifications and emails. Narrow in on a topic or location, and see a useful summary of anything that you can act on fast.Our team is on an ambitious path to give you seamless access to all your content, in context, everywhere youâ€™re working.Try it for free at http://ClipCard.com|2011.0|2|12000000|Analytics|2000000.0|technology|operating|0|0|0|0|0
89|399.0|Toronto|Cloud Dynamics|CAN|Cloud Dynamics Inc. is a Toronto-based Cloud Enabler with patent-pending technologies to migrate clients â€“ both private and public â€“ to an operationally efficient managed cloud environment in a socially responsible manner. ecoDC (eco Data Center): ecoDC is a disruptive eco-innovation. The system,  featuring its proprietary ultra-high-density heat exchanging technology (ecoHX) and its unique adaptive ultra-high-efficiency Cloud Data Center Cooling System (ecoCool). EcoDCâ€™s heat extraction capacity of 35 KW (10 tons) per cabinet is ten times more than that of a legacy data center, and its Power Usage Effectiveness (PUE) of less than 1.1 is much lower than the industry average of 1.9. The high cooling capacity allows more data center stacks to be integrated into the space, thereby reducing operations costs by as much as fifty percent. Furthermore, the ecoDC concepts is local weather agnostic thus eliciting interest even from operators in tropical climates.cDOS (Cloud Dynamics Operating System): cDOS is a vendor-neutral end-to-end cloud provisioning, management, control and governance solution that enables organizations to take control over their cloud environment, from the front-end firewall to the back-end facility heating and cooling â€“ all via a single pane of glass. Its multi-hypervisor and multi-cloud provisioning and management features allow users to control and manage multiple disparate environments through a single common portal.CRU (Cloud Resource Unit): CRU is one, standard unit that allows CFOs, CIOs and other decision-makers to analyze and cost cloud resources. It is the weighted summation of all disparate components â€“ such as network, computers, storage, facilities, power and human resources â€“ that are part of a cloud environment. In short, it is for the cloud industry what watt is for the electricity industry.|2011.0|1|2598039|Cloud Computing|2598039.0|technology|operating|0|0|0|0|0
90|400.0|Victoria|Cloud Practice|CAN|Cloud Practice is a cloud-based SAAS electronic medical records (EMR) software for Canadian doctors. Unlike other Canadian EMR solutions a doctor can be up and running with the software in less than 5 minutes and they can access their records through any web-enabled device. A low monthly fee, minimum hardware requirements, rock solid data security and a free trial period will make Cloud Practice a hard to beat option in the Canadian EMR marketplace.Cloud Practice comes complete with all of the features you'd expect to find from an EMR software including charting, scheduling and billing. We will also be offering extended features not regularly offered to doctors such as a PHR portal for patient access.Cloud Practice will be launching publicly in Summer 2012.|2012.0|1|200212|Enterprise Software|200212.0|technology|operating|0|0|0|0|0
91|401.0|Mason|Cloud Takeoff|USA|Cloud Takeoff brings together the very latest in web technologies to deliver a powerful yet surprisingly easy to use, web based software as a service solution. We believe that Cloud Takeoff will transform the way the construction industry works, estimates and collaborates using digital plans. It is our mission to continue to improve, integrate with more and more plan rooms and to infuse Cloud Takeoff with additional sources of real time data for the benefit of all industry participants.|2010.0|2|1300000|Software|300000.0|technology|operating|0|0|0|0|0
92|402.0|Memphis|CloudAptitude|USA|Each year companies hire 500,000 temporary employees for seasonal work.  The problem is rapidly filtering these applicants and fitting them into appropriate roles.  Companies donâ€™t want a highly educated person as a greeter because they will easily cost the company money out of boredom just the same as the costs of someone who would misrepresent the company brand.  The costs of turnover incurred by U.S. companies each year are staggeringly; $300 billion by some estimates.  CloudAptitude is a pre-screening service that uses publicly available social media data to scientifically determine an applicant's intelligence, personality, and vulgarity usage.  Essentially, a snapshot of every applicant is created to enable rapid filtering for organizational and job fit.  CloudAptitude's indicators enable potential employers to save tons of time during the hiring process as well as reducing the costs of turn over due to bad fit.|2012.0|1|15000|Technology|15000.0|technology|operating|0|0|0|0|0
93|405.0|Seattle|CloudOpt|USA|CloudOpt is a Cloud WAN Optimization and Cloud Network Acceleration company. CloudOptimizer securely accelerates applications and data movement into and around the cloud. CloudOpt is passionate about bringing the power of cloud computing to everyone by breaking the barriers facing cloud application access and data movement. With fewer obstacles, businesses everywhere can realize the cloud's promise of low cost, elastic storage and compute.|2010.0|2|1215000|Cloud Computing|840000.0|technology|operating|0|0|0|0|0
94|407.0|Pleasanton|CloudTran|USA|CloudTran provides a Transaction Manager for cloud computing (distributed) environments. The system manages business transactions within in-memory data grids and from the grids to distributed data stores. This allows developers to easily incorporate complex business transactions into their applications and provides a single view of a data architecture that spans Java objects, data grids, and data stores (SQL and NoSQL).|2011.0|1|600000|Cloud Computing|600000.0|technology|operating|0|0|0|0|0
95|410.0|Boston|Cloudant|USA|Cloudantâ€™s distributed database-as-a-service (DBaaS) allows developers of fast-growing web and mobile apps to focus on building and improving their products, instead of worrying about scaling and managing their databases on their own.Cloudant was founded in Cambridge, Massachusetts in 2008 by three MIT physicists who at the time were moving multi-petabyte data sets around from the Large Hadron Collider. Frustrated by the available tools for managing and analyzing Big Data in their research, the founders built a distributed, fault-tolerant, globally scalable data layer on top of Apache CouchDB.The service has grown since then. The team now manages and serves mobile and web app data on behalf of thousands of developers and hundreds of customers to their users around the world.|2008.0|8|18250000|Enterprise Software|150000.0|technology|acquired|0|0|0|0|0
96|412.0|Tallinn|Cloutex|EST|Cloutex is a data logistics company that allows businesses to synchronize, move and manage their data quickly and easily.Their Google Chrome extension - Cloutex for Chrome enables users to move LinkedIn data available on public profiles into a Customer Relationship Management (CRM) platform.|2012.0|1|600000|Software|600000.0|technology|operating|0|0|0|0|0
97|420.0|Puerto Madero|CodeGlide, S.A.|ARG|CodeGlide develops a suite of open source web-based enterprise applications including CRM, Groupware and Data Integration solutions. The company offers these solutions both on-demand and on-premise, under GPL and Commercial licenses.CodeGlide is currently extending the suite to include ERP, eLearning and a Web-based Business Application builder. The goal is to create a fully-integrated suite including all applications any company or organization might need.|2007.0|1|500000|Enterprise Software|500000.0|technology|operating|0|0|0|0|0
98|421.0|Atlanta|CodeGuard|USA|"CodeGuard provides website backup, monitoring, and malware remediation services to small and medium businesses.  As anyone who has ever tried to recover a crashed or hacked website can attest, the ""back-up"" systems of many web hosting providers leave a lot to be desired. The back-ups sound reassuring in theory--you are assured that your data is always ""backed-up"" on a system that is completely separate from the main one and that you'll be able to access it whenever you need it.  When disaster strikes, your site has been hacked or your developer make a simple mistake, you often discover that your backup is hard to access, out-of-date or has been affected by the same event.CodeGuard is unlike ISP-based-backups. Instead of a static snapshot of your site kept by your ISP (hopefully), we use a File Integrity Monitoring system built on a version control system and store site data in the cloud.  CodeGuard backups are stored as the differential between each daily scan of the site; allowing users visibility into what has changed along with the ability to undoÂ changes on their site and restore to a past version in real time, much like Time Machine for Apple OS does for your laptop.  If the current backup solutions for webmasters are lackluster, then the systems that alert webmasters if their site has been hacked are absolutely appalling. Webmasters discover they have been hacked because traffic suddenly disappears, they see a warning message on Google when searching for themselves, or they get an email from a customer complaining about strange behavior.  CodeGuard's differential backup approach revolutionizes hacking detection and remediation. Rather than relying solely upon site scans and comparisons with known threats, we scan files that have been modified since our last backup  This allows us to identify hacking and alert the site owner before they can spread malware, have their links pirated or act as a parasitic host for spammers--and before safe browsing alerts quarantines the site and kills all of the traffic.  In the event a hack or an unauthorized change is detected, webmasters can quickly revert to the last known goodÂ version and have their site working in minutes without engaging a developer to remediate the issue."|2010.0|3|2000000|Software|1300000.0|technology|operating|0|0|0|0|0
99|429.0|San Diego|Cofio Software|USA|"Cofio liberates the IT Department from the pain and cost of the growing product stack in Data Protection, reducing the load on the IT infrastructure, management time, and the cost to the user by over 10X.By unifying numerous data protection tools such as disk and tape backup, CDP, replication, searchable file archive and global deduplication into a single downloadable application, Cofio provides 3 to 6 month payback, significant ROI, and drives high-end ""enterprise class"" features down to the Small Medium Enterprise market. As a truly unified data protection solution, our product AIMstor, allows users to create workflows for all data protection needs, and what would take days or weeks with other vendors, can be done on AIMstor in minutes. For more information, please visit: http://www.cofio.com"|2006.0|2|4194000|Cloud Data Services|3900000.0|technology|acquired|0|0|0|0|0
100|430.0|Washington|Cogent Communications Group|USA|Cogent Communications Group, Inc. is a facilities-based provider of Internet access and Internet Protocol (IP) communications services. Its network is specifically designed and optimized to transmit data using IP. The Company delivers its services primarily to small and medium-sized businesses, communications service providers and other organizations through approximately 21,300 customer connections in North America and Europe. The Company provides its own on-net service at a speed of 100 Megabits per second through its own facilities. Its customers in multi-tenant office buildings are law firms, financial services firms, advertising and marketing firms and other professional services businesses. It also provide on-net Internet access to certain bandwidth-intensive users, such as universities, other Internet service providers (ISPs) and commercial content providers at speeds of up to ten Gigabits per second.|1999.0|1|510000|Web Hosting|510000.0|technology|operating|0|0|0|0|0
101|431.0|Lyon|CogniK|FRA|CogniK was founded in 2009 with a mission to help media brands personalize content discovery for their users. Since our launch, weâ€™ve built a personalized music video application for MTV, weâ€™ve powered an award-winning personalized edutainment TV channel for children, and weâ€™ve designed complex algorithms to identify the emotion, mood and tone in audio streams in order to deliver more meaningful content recommendations. We thrive at the cross section of innovation and user experience. We push boundaries to deliver complex, one-of-a-kind work that yields results.|2009.0|1|341280|Software|341280.0|technology|operating|0|0|0|0|0
102|436.0|San Francisco|Coinalytics Co.|USA|Coinalytics is a venture-backed startup based in Palo Alto pursuing the mission of â€œproviding real-time intelligence for decentralized blockchain platformsâ€. Coinalyticsâ€™ unique approach applies advanced machine learning and state-of-the-art distributed systems to cryptographic platforms, enabling enterprises to derive real-time business intelligence and risk assessment from blockchains and decentralized applications. Right at the intersection of the blockchain, Big Data and artificial intelligence, the platform employs advanced pattern recognition methodologies and real-time online learning to mine pseudonymous data with sparse features. Coinalytics has designed its data infrastructure to scale-out and deal with the scope of any decentralized network, providing business and risk intelligence on transactions in real-time, even before getting confirmed by the Bitcoin network.|2014.0|2|200000|Big Data|100000.0|technology|operating|0|0|0|0|1
103|438.0|San Francisco|Colibrí|USA|At Colibrí we believe that rural populations in developing countries deserve outstanding technology services and products. We want to be the company that builds them. The first product we are developing aims to provide rural farmers with better access to information and data about their fields and crops. We are working to accomplish this through a...|2013.0|1|40000|Analytics|40000.0|technology|operating|0|0|0|0|0
104|447.0|Reston|CommunityForce|USA|CommunityForce, Inc. is a global technology company that offers a full range of service modules to manage every aspect of business operations for philanthropic organizations, educational institutions, associations and other non-profit organizations. CommunityForceâ€™s solutions offer the next generation of data capture and business intelligence in a fully automated platform to reduce cost and improve efficiency.|2012.0|1|745000|Enterprise Software|745000.0|technology|operating|0|0|0|0|0
105|449.0|San Francisco|Compass Quality Insight Inc.|USA|Compass Quality Insights, Inc. is founded on a simple mission: to build technology that helps people be smarter testers. Compassâ€™ flagship testing product, Compass Profiler, delivers the analytics that QA teams need in order to move faster and release with higher confidence. Founded in 2012, Compass Quality Insights is backed by Bain Capital Ventures and XSeed Capital and is based in San Francisco.|2012.0|1|2000000|Software|2000000.0|technology|closed|0|0|0|0|0
106|451.0|Mountain View|Compose|USA|Compose (formerly MongoHQ) is the leading provider of data solutions for developers utilizing MongoDB as their data storage technology. They offer shared hosting solutions, replica-set environments, database management tools, user-controlled backups and performance monitoring.|2011.0|2|6417000|Networking|417000.0|technology|operating|0|0|0|0|0
107|452.0|Redwood City|Comprehend Systems|USA|Comprehend is a technology company with a new class of cloud software to help Clinical Operations continuously improve the speed, efficiency and quality of clinical trials across its portfolio of studies. For the first time, teams are given a single system with powerful data aggregation, monitoring, collaboration and analytic capabilities to actively manage enrollment funnels, patient compliance, data quality and site productivity across systems, studies and sites. The Continuous Quality Solution (CQS) goes beyond traditional site monitoring, giving ClinOps teams and executives portfolio monitoring on their key performance and risk indicators to significantly lower the cost, time and risk to deliver milestones on-time.  The most demanding life sciences companies including Merck, AstraZeneca and Astellas, as well as ClinOps innovators such as bluebird bio and Jazz Pharmaceuticals, trust Comprehend CQS to provide the confidence necessary to deliver high-quality clinical trial submissions at a new speed.Comprehend: the speed to quality results. Visit Comprehend at www.comprehend.com.|2010.0|3|30600000|Enterprise Software|1200000.0|technology|operating|0|0|0|0|0
108|454.0|Frankfurt Am Main|ConCloud|DEU|ConCloud is an innovative address book application for smartphones â€“ if one your friends or colleagues changes his contact information, your CC address book is automatically updated. ConCloud revolutionizes the management of contact data and solves the problem of outdated/lost contacts.- Up-to-date contact data of all contacts without any effort required from the user- Exchange of CC-PINs to connect with contacts - for quicker, more efficient networking- Qualitative independent network - our users have full control over who can access their contact data and vice-versasimple. self-updating. contacts.|2014.0|1|100000|Cloud Computing|100000.0|technology|operating|0|0|0|0|0
109|462.0|Amherst|Content Savvy|USA|Content Savvy offers business solutions that harness Big Data based on large-volume multilingual content analytics.Global content sources include news, social media, government and regulatory data in languages including English, Chinese and Russian. Our affordable solutions are targeted towards customers requiring global situational awareness, whether for competitive intelligence, opportunity analysis, media monitoring, or other purposes. We offer hosted and in-house standalone solutions as well as connectors to commonly used business portals. Our proprietary content analysis technology was developed over a decade of government and private R&D activity.|2011.0|3|992250|Internet of Things|992250.0|technology|acquired|0|0|0|0|0
110|463.0|Çan|ContentDJ|TUR|ContentDJ is the Hootsuite for content curators. We help small businesses, startups and marketers identify quality niche content to publish to social media sites.Social media marketing is about sharing quality content to build trust. However, with existing solutions, it takes on average 6 hours to do social media marketing. With ContentDJ, our customers can cut the time required down to tens of minutes.Identify Quality ContentContentDJ scans and scores millions of content online. Our sophisticated algorithm saves you time and helps you fight information overload. Social Media Editorial Calendar*ContentDJ has the only editorial calendar that works with Wordpress and social media sites. - Content suggestion.- Drag and drop to schedule.- Integrate with Twitter, Facebook, Linkedin, Wordpress and more.- Gain insights with analytics.Now, you can keep publishing awesome content that your customers love.Who can use ContentDJ? And how can ContentDJ help?- Community managers: Save 90% time on finding and publishing quality content on social media.- Bloggers: Source trending content on social media and be the first to publish great articles.- Startups: Focus on building your product. Let ContentDJ help you manage your social media presence- Small business owners: Drive more leads to your website.|2012.0|1|40000|Enterprise Software|40000.0|technology|operating|0|0|0|0|0
111|467.0|Dublin|Converser|IRL|Founded in 2011 in Dublin, Ireland, Converser is a mobile app CRM that offers in-app marketing & analytics to help you communicate with your users, transform them into loyal customers, drive revenue and increase the success of your mobile app marketing. With Converser, you can view detailed app user insights, create beautiful, personalised in-app marketing and customer service messages that work on both iOS and Android devices, segment audiences and use behavioural targeting to help you send the right message to the right user at the right time. Converser also helps you put customer feedback at the heart of your app's development with in-app feedback messaging. Interested in learning more about Converser? Visit: www.converser.io|2011.0|1|1200000|Apps|1200000.0|technology|operating|0|0|0|0|0
112|468.0|Santa Monica|Conversion Logic|USA|Conversion Logic delivers attribution, evolved: a cross-channel measurement platform that combines cloud analytics and machine learning for enterprise marketers. Built from the ground up for agility, innovation, and speed, Conversion Logic translates the most sophisticated data science on the market into clear, actionable insights across the customer journey. With media agnostic, real-time analytics and optimization, clients reduce friction, adapt, and realize value more quickly than ever before. Meet attribution, evolved, at www.conversionlogic.com.|2014.0|1|1100000|Software|1100000.0|technology|operating|0|0|0|0|0
